marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
US,23366236,R1T3MLB37ZTNSO,B0037NKDSG,746662094,Pioneer Pet Raindrop Stainless Steel Pet Drinking Fountain,Pet Products,1,0,0,N,Y,One Star,"this fouintain worked for only four weeks--would like replacement, and contact  me.catherine m seguin",2015-08-31
US,38830458,R2PURVE1QIQBOX,B000EFDOOA,445146454,FURemover Broom with Squeegee made from Natural Rubber,Pet Products,4,0,0,N,Y,LOVE IT!!,"I love this broom!! This is the 3rd one I purchased. After using it a lot for about a year or so I always have to replace it because the sweeping end no longer stays attached to the pole but I love it while it does work and I can't live without it. I have wooden and tile floors and 2 dogs that shed constantly so I might be to hard on it, not sure. I will continue purchasing though. I definitely get my monies worth every time. Works great indoors and out and easily washes off with a spray of the hose. Not to crazy about the customer service or the waiting time when ordered last time though.",2015-08-31
US,15468258,R20H5BWO71K33G,B00MNO32DS,345628085,Cat Litter Box - High Sided Lid - Open Top Entry - By Two Meows,Pet Products,3,1,1,N,Y,Didn't really live up to expectations.,"bought this litter box to replace a top-entry enclosed litter box. (It was basically a sterilite bin with a hole cut into the top.) My old litter box worked great at stopping litter trackage and spillage, but its enclosed nature allowed my young male to trap my old female inside, and it has begun to stress her significantly. (He likes to play--she does not.)<br /><br />Unfortunately, the Two Meows just didn't live up to my expectations, based off of product descriptions and reviews. I bought it as well as a little catching mat by the same company; despite rave reviews saying it trapped litter marvelously, my living room was still coated in a near-constant sheen of gravel. I had to sweep daily just to try and keep it under control. (Oh, and my cats managed to tear a split into the mat about 1/3rd its total length.)<br /><br />Ultimately, I switched to pellet litter instead of clay litter, which has fixed the tracking issue, but the whole point of the Two Meows was to be able to use clumping litter without all the tracking.<br /><br />So here's where I try to give credit where credit is due:<br /><br />The Two Meows is probably the best open-pan box I've seen in terms of litter spillage. Take that however you will.<br /><br />My male is pretty rambunctious. (He will even playcin the litter.) I think we might have had better success with keeping the litter in the pan if it was just my lackadaisical female using it. If your cat is old or very calm, this box might work better for you than it did for me. I don't recommend it to anyone with very hyperactive cats, because the walls and grate just won't be enough.<br /><br />I live in a small apartment, so a little litter tracking goes a long way. If you have a large home or a &#34;cat room&#34; the amount of spillage I experienced might be comparatively insignificant.<br /><br />I wouldn't actively discourage anyone from buying this box, but be aware that, depending on you, your home, and your cats, it just might not live up to the reviews.",2015-08-31
US,35800195,R107RWIWH6PS12,B00WO3XI8W,654105041,"NCAA PET COLLAR. 50 Colleges available in 3 Sizes. Heavy-Duty, Strong, Durable & Adjustable NCAA DOG COLLAR. MUST-HAVE Collegiate Gear for the 4-Legged Sports Fan.",Pet Products,3,0,0,N,Y,but it fits my dog pretty well.,"It's a little thin, but it fits my dog pretty well.",2015-08-31
US,15870300,RZ259OGW6HOGX,B0002DHV16,342966047,Cat Dancer - Cat Charmer Wand Teaser Toy,Pet Products,5,0,0,N,Y,Five Stars,As expected.,2015-08-31
US,47120494,R3AWGSQTMYBAUZ,B00EE65K88,820230408,"Nylabone Dura Chew Barbell, Peanut Butter Flavor",Pet Products,4,0,0,N,Y,Good item,Holds up well but my dogs play with this item the least,2015-08-31
US,13497289,RT0UQXBO40MI5,B00KXE0SJ6,626985166,Phoenix Worms (Small 150 Count),Pet Products,5,6,6,N,Y,Great service and worth the money.,"They arrived sooner than expected and I've had them for over a week and haven't found a dead one yet.  I'm new to bearded dragon keeping and have been trying different food that people have recommended.  These are so much smaller than the super and meal worms that I can buy at the local pet store and he seems to like that a lot more.  The package came with a write up on what they were and how to keep them alive.  It was very helpful.  The only thing is the worms are disgusting looking and when you dig them up from the bottom, the stuff of nightmares or fear factor but my tiny dragon seems to like them so I guess I'll get used to it.  I doubt I'll buy insects from anywhere else for the time being.",2015-08-31
US,12261314,R1555EY4U30VIX,B007Z3Q0XG,584603311,Dog Whisperer Adjustable Soft Dog Collar (Loyal Navy Blue) (Large),Pet Products,4,0,0,N,Y,https: //www. amazon.,https://www.amazon.com/gp/product/B007Z3Q0XG/ref=cm_cr_ryp_prd_ttl_sol_0,2015-08-31
US,42700574,R17G61T45ELRGW,B008K2YLGY,244961503,Smartblend Healthy Weight Management Dog Food Size: 18-lb bag,Pet Products,3,0,1,N,Y,Three Stars,still trying to find a good fit for diabetic dog.,2015-08-31
US,38054387,R36PFLWKLE2DQV,B000K78HRQ,519118462,OurPets Signature Series Elevated Dog Feeder,Pet Products,3,0,0,N,Y,Three Stars,You get what you pay for. The look and feel of the feeder was cheaper than I expected.,2015-08-31
US,1827584,R2R4LVTUFXINBO,B00LDCG18Y,959229821,SoFun Sugar Glider Cage Pouch - Large,Pet Products,5,1,1,N,Y,Five Stars,"This pouch is amazing, durable and all-around a great buy!",2015-08-31
US,49550600,R2LREMQJN3A8IZ,B0024EFYU6,642003803,TetraPond Submersible Flat Box Filter,Pet Products,5,1,1,N,Y,Five Stars,Yes,2015-08-31
US,31641164,R1F02X66SGZC,B00A3NS3FI,489801016,"West Paw Zogoflex Hurley Durable Dog Bone Chew Toy for Aggressive Chewers, 100% Guaranteed Tough, It Floats!, Made in USA, for Strong Chewers",Pet Products,5,0,0,N,Y,Great product - very durable,"My dog LOVES this toy! It is very durable and is my second purchase of a zogoflex toy. These toys survive a pitbull and a hound play tug with each other - VERY durable, would recommend!!",2015-08-31
US,30356470,R2BDCHSXPDBA33,B0083F95O6,615407270,Sentry Calming Collar for Dogs,Pet Products,2,0,0,N,Y,Two Stars,"It did not change my dog's barking, at all.",2015-08-31
US,48218490,R1N0DCH089GYR1,B000FJEZPM,741344942,"JW Pet Company Activitoys Bell Bird Toy, Small",Pet Products,5,0,0,N,Y,Five Stars,Good quality toy.  My two birds (parakeet & cockatiel) love this thing.  :),2015-08-31
US,11599687,R1XKUWUTPO5A42,B00028ZLDG,51470815,Panacur Canine Dewormer 2 gram,Pet Products,3,0,0,N,Y,its ok,I still don't know if this worked on my dog...made him throw up a lot though...,2015-08-31
US,2199951,R1I4R3G3QNHANJ,B00AEB7FOY,738989112,"NAC&ZAC Waterproof Pet Car Door Cover, Two Options To Install-Insert The Tabs Or Stick The Velcros. Fit All Vehicles.",Pet Products,4,0,0,N,Y,Very satisfied,They fit my 06 BMW 530XI almost perfectly. I've not seen any scraches on my BMW smoked glass from the plastic applicators.,2015-08-31
US,41180421,R1GYGVLPJJIHF3,B00PR5RGQO,116443931,"Zuke's Mini Naturals Dog Treats, Chicken, 3 Pounds",Pet Products,4,0,0,N,Y,Dog loves them!,"My dog goes nuts for these treats, and these treats work great as training treats!! My dog gets diarrhea when she eats a bit too much of them though so I'd definitely watch the intake, but great product!",2015-08-31
CO,19001068,R22ORUY25JTFB1,B0002AR3MQ,209679108,Exo Terra Daytime Heat Lamp,Pet Products,5,0,0,N,Y,Works.,"Arrived on time and works as advertised. If it goes out early or anything I'll edit the reveiw, but so far it's working well.",2015-08-31
CO,46466485,R3K6UQ05VUZ0FW,B001N00JRU,255118707,Ferplast PA 4252 Toy Plastic Bird 9cm,Pet Products,4,0,0,N,Y,but other than that I was very pleased with the delivery and condition,"It was alot smaller than I thought, but other than that I was very pleased with the delivery and condition.",2015-08-31
CO,4798330,R2LK5DI9J0YVYR,B0002HBLK4,146042498,"Outward Hound Kyjen  PP01101 Octopus Junior Plush Dog Toys Squeak Toy, Small, Blue",Pet Products,5,0,0,N,Y,one of her favorite toys,My dog absolutely loves this. She likes to grab at the arms when I swing it around and will run around the yard with it. She doesn't usually like bigger toys but this is one of her favorites.,2015-08-31
CO,32956643,R13A38D8TT4V3Y,B0056V9Y7I,37136306,"Dogit Car Safety Belt Universal Attachment, Black 25mm x 55-87cm (1"" x 21.6"" - 34.3"")",Pet Products,4,0,0,N,Y,Glad to have purchased,"Well, it took us awhile to test this out.  Details: we have a rambunctious 115 lb German Shepherd that really, really likes to try to climb into the front seat while we're driving.  It works.  Nicely.  There *have* been a few times that he stepped directly on the clip and released himself.  (By accident - we don't *think* he was quite that wiley.)  But we're very glad to have chosen this, and will use it for all future doggie travels.",2015-08-31
CO,27793040,R3GOPEOBBS8Z6B,B0006NEGQ0,934963977,Cozy Cave Pet Bed in Poly Cotton,Pet Products,5,1,1,N,Y,Dog Cave is Perfect,Great product.  Our mini Schnauzer loves it.,2015-08-31
CO,35040611,R2ZZEFWTV9I0AU,B0027IVL6K,815644595,TRIXIE Pet Product Baza Cat Trees,Pet Products,5,1,1,N,Y,My kitten enjoys it,"My kitten was immediately interested in the tree - she loves to jump in and out of the hammock, and also sometimes naps there. The scratching posts are nice too, with the ball as an added bonus.",2015-08-31
CO,12556148,R3NQQZS12GED9O,B005X9260K,234255964,Trixie Pet Products,Pet Products,3,1,1,N,Y,They must use pretty small kittens for the photos,"This thing is solid, but it is far smaller than I anticipated it would be.  They must use pretty small kittens for the photos.  Given one of our cats is a fat chunk at 16lbs. but even out 10lbs cat has a hard time making herself comfortable on the small plateaus.  Neither can really fit in the cubby hole.",2015-08-31
CO,14584052,R2R48SJXULV3G1,B00R03WJ1I,10406672,Angels' Eyes Gentle Tear 100 Presoaked Textured Stain Wipes,Pet Products,5,0,0,N,Y,Five Stars,Wipes are thin and small but perfect for my chihuahua. Would purchase again.,2015-08-31
CO,1723365,R2VZPTKCVFRJ2P,B00292BRB8,78582590,Wahl Pet Clipper Hair Cutting Kit for touch ups between professional grooming to your dog or cut by The Brand Used By Professionals.  #9160-210,Pet Products,3,0,0,N,Y,Not strong enough for long-haired pets,"Stronger than the first pet clippers I bought at Target for double the price.  But not strong enough to easily clip my Texas Heeler, or my long haired cat.  The clippers got stuck in the thick hair.",2015-08-31
CO,42885310,R32DPILJCB2ZNX,B000GLPJJU,131059569,Omega Paw Arch Groomer,Pet Products,3,0,0,N,Y,Three Stars,short and lopsided,2015-08-31
CO,47120953,R305COV7E0QRGG,B004I0SAG4,847193426,Vinyl Goldfish - 144 pieces - Assorted Colors - 1 3/4 inch long,Pet Products,4,0,0,N,Y,small and cute; perfect for fish-in-a-bag soap,"I bought these little fish to make fish in a bag soaps. They are cute and just the right size for the 3x4&#34; bags I bought (the bags were smaller than I envisioned despite the measurement). The paint on the eyes on some were worn off, but it didn't affect the end result.",2015-08-31
CO,2104208,R25UKXOANZ9VIM,B000RI1C9I,718831346,VetriScience Renal Essentials For Cats FISH FLAVOR (60 Tabs),Pet Products,5,4,4,N,Y,WOW!!! Works Great!,"Over the past year, my almost 19-year old cat has been drinking and urinating more often. I knew that this probably meant kidney issues. I did some research and discovered these INCREDIBLE supplements!!! Within 24 hours his drinking and peeing had decreased substantially!!! For his age he already had a lot of energy, but WOW, he's running around like a kitten!!<br /><br />FYI, I crush the chews and mix into his favorite foods. Its working great!<br /><br />When I order again, I'll also be ordering the multi-vitamins to add to his diet.",2015-08-31
CO,14542062,R2R280VU0RRKK7,B00176F466,455080031,Kaytee Lava Ledge,Pet Products,5,0,0,N,Y,Five Stars,Happy chinchilla. Happy mamma.,2015-08-31
CO,15820547,R1SHBNZRS54POT,B000YIWVA0,485049682,"Safari Self-Cleaning Slicker Brush, Large",Pet Products,5,0,0,N,Y,He loves it and it takes loose hair off better than any other brush I have ever used,I use this on my yellow lab.  He loves it and it takes loose hair off better than any other brush I have ever used.,2015-08-31
CO,16360624,RF0AI0E9TBNEK,B00KR3PROE,523188961,"Insten Adjustable Aquarium Submersible Fish Tank Water Heater, Thermometer",Pet Products,3,6,6,N,Y,Good heat short cord,Heater worked good but cord is only 2 feet. but I have it in a 10 gallon breeder.,2015-08-31
CO,34450563,R14GZJXZS2R46C,B00B8CG602,84647177,"Bayer Seresto Flea and Tick Collar for Dogs, 8 Month Protection",Pet Products,5,0,0,N,Y,Five Stars,The best.,2015-08-31
CO,32832081,R353DN62A7SXBY,B009B88N24,606980586,"Nature's Recipe Healthy Skin Venison Meal & Rice Recipe Dry Dog Food, 4.5-Pound",Pet Products,5,0,0,N,Y,Five Stars,Great dog food for my 3 yr old lab. He loves it.,2015-08-31
CO,11083083,R2N6N5X9NN6HWU,B008CNQOVG,373225100,Dog Gone Smart Large Dirty Dog Doormat,Pet Products,5,0,0,N,Y,It's amazing what these mats can collect,"It's amazing what these mats can collect.  I went from muddy paws throughout my house to absolutely nothing when my dogs walk over the mat on their way in.  My yard is pure mud during rainy season in Florida, so this was an easy decision to purchase.",2015-08-31
CO,36841724,RP1VNUZ2SLB7M,B001PNK5L0,56449500,"LupinePet Basics 1"" Black Leashes for Medium and Larger Dogs",Pet Products,5,1,1,N,Y,"Finally, the perfect leash!","I'm incredibly picky about the equipment I use every single day, like leashes, and I've been searching for the perfect leash for me for awhile, without a whole lot of success. Now that I've tried this one I think I've finally found The One. This leash is lightweight, comfortable, and durable... and if your dog does manage to somehow destroy it, Lupine will replace it for you. The material is a lot lighter and easier on the hands than your typical pet-store nylon leash, and the snap is very smooth and easy going on and off, with the swivel working nicely to keep the leash from twisting too much. It's also not so heavy that it drags on the collar just by being attached. The handle is padded without being heavy. If it gets dirty, muddy, or covered in slobber, a bit of water will get it clean very easily, and unlike leather it doesn't require any conditioning. I've been using this for several weeks and waiting to find something about it that I don't like, but there's nothing. I love it. I'd give it more than five stars if I could. Between this and my waist-attachment jogging leash, I'm pretty well set... and if I need more leashes for whatever reason, I'll just be ordering more of this one.",2015-08-31
CO,4787536,R3BORN0KNO09RC,B004RSVTJM,750015017,Go Pet Club Cat Tree Beige Color,Pet Products,3,0,0,N,Y,Three Stars,The hole is too small for my cat :( haha,2015-08-31
CO,44774352,RSIIMC0HID8HZ,B00VTU2SOG,896463947,Bare Bones Basic Whelping Kit for Dogs for up to 8 Puppies,Pet Products,5,0,0,N,Y,Was great not to have to buy separately,Everything just as advertised. All materials we needed. Was great not to have to buy separately . Nice quality.,2015-08-31
CO,18604065,R2SDMJ65SXFYMF,B000UGGVSO,534559787,Flea Control For Dogs And Puppies Over 55 Lbs,Pet Products,1,0,0,N,Y,I feel like that is a little scary to use on my ...,came unpackaged. I feel like that is a little scary to use on my dog.,2015-08-31
CO,12878260,R1G0C2ZEWCNZL6,B003CLAJ1E,334260807,Hill’s Science Diet Small & Toy Breed Dry Dog Food,Pet Products,4,0,0,N,Y,"If my sweet pea loves it, I love it.","My 18-yr old, yes, 18-YEAR old sheltie mix eats it and is still going strong.",2015-08-31
CO,46948679,R1IT7ZKA32GISU,B000BHWMZI,455866213,Vittles Vault II Pet Food Container,Pet Products,2,0,0,N,Y,Two Stars,Lid was too small for the container,2015-08-31
CO,28034149,R3329YKC2AKI2S,B000256606,149407487,Kaytee Timothy Hay,Pet Products,2,0,0,N,Y,Our guinea pigs love it and should get a 5 star BUT when ...,Our guinea pigs love it and should get a 5 star BUT when the price double had to go somewhere cheaper,2015-08-31
CO,46279916,R145RAT54BJL6N,B000JLC6ZM,669001035,Jellyfish Large Bird Toy cage toys cages bulletproof plastic african grey amazon,Pet Products,5,0,0,N,Y,my birds love this they really missed there rope candy cones so ...,my birds love this they really missed there rope candy cones so this is what I used to replace it definitely recommend buying this toy!,2015-08-31
CO,26502877,R1N42LFR0D5AOY,B000UJUW6S,963016579,"Zoo Med Reptile Calcium Without Vitamin D3, 48 oz",Pet Products,5,0,0,N,Y,Good I Hope,Being used by third party,2015-08-31
CO,39284800,R29UUY9QI9F36,B0027IVL6K,815644595,TRIXIE Pet Product Baza Cat Trees,Pet Products,5,1,1,N,Y,This is a wonderful cat hammock,"This is a wonderful cat hammock! My cat didn't use it when we had it on the floor, but we moved it on a table looking out the window next to our bed and now she sleeps there all the time and loves it! Its great because then she is not in bed waking us up but still next to us. She also loves the scratch post (What cat doesnt :)",2015-08-31
CO,14890579,R3IBA2BKK6FI9G,B00GK56SVE,171871123,"Bubba's Rowdy Friends Pet Supply Company Pet Stain and Odor Remover Enzyme Cleaner Spray for Dog or Cat Urine Stains, 32 oz.",Pet Products,5,0,0,N,Y,Bubbas to the Rescue!,"I waited till I used it to write the review. Not only is it an excellent product, but has possibly the best cusomer service I've experienced ever. The seller answered an emailed question before I even bought the product, and they followed up with me frequently to see if I had received it and how it worked. I have a 13-year-old dog with kidney failure, which means accidents of all varieties. Bubba's product has risen to every occasion in both stain and odor removal. I would recommend it to anyone.",2015-08-31
CO,51227803,R21KC552Y6HL8X,B00E2E1XBK,180836080,Kennel Deck - 3 Pack,Pet Products,1,27,31,N,Y,The picture is of a six pack that is linked together if your fortunate enough to get all the pieces to link them ...,The product add picture is very deceptive. Be sure to read the dimension because you get a 3 pack but each one is half the size of what you see in the picture. The picture is of a six pack that is linked together if your fortunate enough to get all the pieces to link them together. I was short 2 pieces that would make it  possible  to link the 3rd small piece to the other 2 small pieces. So in conclusion if you want what you see in the picture order 2 of the 3 packs for around 130ish for a total of around 265ish. Then when you get it make sure you have all the pieces that make it possible to link them together. I will let you know further if I ever get the other 2 pieces to finish half my project once I contact the seller.,2015-08-31
CO,5805726,R1WRWFXV9YPUR1,B0009XH6ZA,77884314,"Andis EasyClip Pro-Animal 7-Piece Detachable Blade Clipper Kit in Frustration Free Packaging, Pet Grooming, MBG-2 (22690)",Pet Products,5,1,1,N,Y,works great,"used as a replacement when my shop clippers werent working, works great",2015-08-31
CO,39135832,R2XQ18WTZCTC06,B0002APL84,552038777,Four Paws Red 15 Foot Medium Weight Dog Tie Out Cable,Pet Products,5,0,0,N,Y,Substantial but light tie out,Very substantial cord with secure clips on both ends without being too heavy for our dog.,2015-08-31
CO,11298732,R1ZPRCRGPZFIFK,B00JSC40DY,965036979,"Deluxe Quilted and Padded seat cover with Non-Slip Fabric in Seat Area for Pets - One Size Fits All 56""Wx94""L Black",Pet Products,5,0,0,N,Y,now Duke and Duchess have comfortable bench to nap on as we drive,"Slipped over the third row seat perfectly, now Duke and Duchess have comfortable bench to nap on as we drive. Material very nice and sturdy., both dogs are 60 to 70 pound range and we don't have any concerns over them in a brand new van with leather seats.  Used this now for a couple of weeks, no issues puncturing into the leather seat materials.<br /><br />Great, Great.Great.",2015-08-31
CO,12317031,ROJU3NC7YJOX2,B00IUP9COW,352556125,Calm Cat Anti Anxiety and Stress Relief Coat for Cats,Pet Products,1,8,8,N,Y,Buyer beware! My cat got his jaw caught in ...,Buyer beware!  My cat got his jaw caught in the Velcro strap not once but twice...very scary to come home and have your cats jaw propped open and seemingly distraught.  I did buy the appropriate size and made sure it was on correctly...,2015-08-31
CO,44205,R2NX8FF92Q0B9F,B004QBDO0M,589329694,Bayer Advantage II Flea Control Treatment for Cats,Pet Products,5,0,0,N,Y,Yay!,No more fleas on either of my cats after one application.  My cats are much happier now.,2015-08-31
US,25138135,R33H25B6GJ6VUP,B00J3X9WK4,132377425,"Aromatherapy Shampoo & Conditioner For Pets Dog Shampoo, Medicated Oatmeal Dog Shampoo & Pet Odor Eliminator",Pet Products,5,0,0,N,Y,Love the lavender smell.,Love the lather and also the smell of Lavender is so nice.  I am very happy with this product.,2015-08-31
US,51090028,RI97GKI77IMWL,B00PMHCLBW,167660156,"Pawfect Pet-Pet Carrier,Large Soft Sided Airline Approved For Travel,For Cat And Dog,Top Loading,Foldable For Storage,Black",Pet Products,5,1,1,N,Y,Great Cat/Dog Carrier,"There was a problem with the first one we received (an older model) but the company was wonderful.  They replaced it with a newer model at no charge, and it is fine.  Our kitten loves it!  We have it sitting on the floor in her room .  She is not afraid to ride in it as she can see out the front and side.  This is a great invention for cats though it would work equally well for a dog. The shoulder straps are broad and strong as well as great handles on the carrier. A lot of thought went into this carrier.  The company was great to deal with. I'd highly recommend them.",2015-08-31
US,51995766,R3ENI4NXQ7MZ8K,B007RBB4XW,956302332,"3- Piece Airtight Pet Food Storage Container Combo, Chrome",Pet Products,5,0,0,N,Y,Excellent Product!,This is a terrific product! The dog food is kept very fresh. The sections snap and unsnap very easily.,2015-08-31
US,14930144,R2CNVX3U25ZW9E,B00WOD9OF8,598168872,"Petiner Electronic No Bark Control Dog Taining Collar-Adjustable Sensitivity Control,Low sensitivity",Pet Products,1,0,0,N,Y,Horrible Product,Horrible product. On lowest setting it caused extreme pain to my chiweenie. Took it off immediately and returned for refund.  Don't buy!!,2015-08-31
US,51738783,R2R9AUAZM9O01Y,B001S5L4TW,338371010,Gentle Leader Headcollar Quick Release Black - Large 60-130 Lbs.,Pet Products,5,0,0,N,Y,So happy I tried this!,"I watched the Youtube video on fitting and acclimating my one y/o hound to the head collar. It is helpful to have a second person for the fitting.<br /><br />After three days we tried our first walk and I am so happy with the results. I gave her lots of treats and praised her for her nice walking. I never thought we would walk we a slack leash but it really worked. Anytime the leash went taut and pulled the collar she immediately started walking. She does paw at the nose loop a few times and will rub her nose on some plush lawns, but it has happened only a few times and I just praise her when she starts walking again. I actually could have held the leash with one finger!<br /><br />We have had trainers, gone to obedience classes and sent her to off-leash e-collar training but the jumping and pulling was never under control. I am so happy with this purchase!",2015-08-31
US,15338729,R2JLZXKZJ3FGMC,B00JE89IB6,698057475,Espana Silk ESP0030DC Specially Formulated Silk Protein Shampoo for Dogs and Cats,Pet Products,5,0,0,N,Y,Great product. Cleans their fur beautifully and leaves them ...,"Great product.  Cleans their fur beautifully and leaves  them clean, silky.and smelling great.",2015-08-31
US,716596,R10GV24R1X1HMK,B00IPIV57Q,626535972,"Kong License, Sports Jersey Med, Blue",Pet Products,5,0,0,N,Y,Nice,"True to size and good quality. We are satisfied, thanx :)",2015-08-31
US,20404132,R1TL7U98QIHIO7,B00PG7WJ1A,795565792,"Cat Nail Clippers by KittyNails - Professional Cat Clippers Designed by 2 Veterinarians | Great Cat Claw Trimmer for Cats, Small Dogs, Birds, Rabbit, Guinea Pigs and Other Small Pets",Pet Products,5,0,0,N,Y,Seeing as my two fur babies like to hide their thumb nail on me,"These clippers cut my cats nails smoothly. Seeing as my two fur babies like to hide their thumb nail on me, the angle on these clippers helped me a lot with being able to see where I was cutting their nail.",2015-08-31
US,11908973,R2480LNJSAA12Z,B000GDTRXC,312466487,ProSelect Solar Crate Canopies  -  Protective Coverings for Dog Crates,Pet Products,5,3,3,N,Y,Works great as a car cover when I take my dog ...,Works great as a car cover when I take my dog to competitions. The 10' by 12' is a good size to cover all the windows of a sedan or hatchback (I have a subaru impreza hatchback).,2015-08-31
US,48872127,R3VL28XUHVUV65,B001O2OFZY,272460749,"Wellness Pure Rewards Natural Grain Free Dog Treats Made in USA Only, 6-Ounce Bag",Pet Products,5,0,0,N,Y,"Great treats, not too small or too big",We love the size of these little treats for our medium sized dog. He loves them as well. I like that they can be shipped monthly was well.,2015-08-31
US,45066942,R27CWMKAKRAG0O,B000IYSAIW,741698804,"Bergan Turbo Scratcher Cat Toy, Colors may vary",Pet Products,4,1,1,N,Y,I liked that one a lot better than this one and ...,"An older model that finally bit the dust had a ball that lit up when it moved.  I liked that one a lot better than this one and it motivated the cat to chase the ball.  With this one, she just uses the scratcher and isn't interested in chasing that white ball.",2015-08-31
US,12431997,R3LRDP9UCEFA63,B008FXKOK0,469130642,FELINE GREENIES SMARTBITES Cat Treats,Pet Products,5,0,0,N,Y,Cats Love These,Cats really love these treats; I give them 4 twice daily.,2015-08-31
US,43614663,R3D9SK1086CMOM,B00A8O8NSY,474729874,The Honest Kitchen Human Grade Dehydrated Base Mix Dog Food,Pet Products,5,0,1,N,Y,"An even better note, I never have to scoop dog poop ...","My wife and I mix this with raw chickens and I have to say, my dogs digestion problems are a thing of the past. We've been using this food for a little over 2 years now.<br /><br />An even better note, I never have to scoop dog poop because it quite literally turns white and disintegrates to nothing within days.",2015-08-31
US,14026945,R1KREB1BT0PR0U,B001TLS0B0,615407270,Sentry Calming Collar for Dogs,Pet Products,5,0,1,N,Y,Five Stars,great,2015-08-31
US,18413385,R2Q0XD0PAJWYBX,B00AEJANEK,48519068,"KONG 2-Pack Sport Balls Dog Toy, Large, Assorted",Pet Products,1,0,0,N,N,Waste of money,My dog destroyed these in minutes. Waste of money. This is not the Kong brand I know.... :(,2015-08-31
FR,16237275,RXZ37AHM45DP7,B003RQVGKC,268726266,Catit Jumbo Hooded Cat Litter Pan - Warm Gray,Pet Products,5,0,0,N,Y,Best Litter Box,LOVE it. I had the slightly smaller version and it was amazing for the price but the Jumbo one is that much better! For two cats it's a no-brainer. I also love that you can just keep the entire front part completely open so the cats have more room to move around in there. I've had all of the automatic ones and I still prefer this one.,2015-08-31
FR,10293599,RJ445M5L5SRZW,B007R1BO1E,82569559,"Tons of Tails Catnip Toy For Cats, Catnip Toy by Petstages",Pet Products,4,0,0,N,Y,cat. tails,My  cat. Loves  this. Toy  .  She  carries  it  in. Her  mouth  .,2015-08-31
FR,43028011,R3O7AK0P7DBU38,B003F76Y8W,445266190,"Solvit Tagalong Pet Booster Seat, Deluxe",Pet Products,5,0,0,N,Y,A great product for taking your little one out for a ride!!,Just what my little girl needed to get to see where we are going!! I'm also thankful I got a great deal!!,2015-08-31
FR,51295733,RHLK7LWWF74A0,B00B8CG602,84647177,"Bayer Seresto Flea and Tick Collar for Dogs, 8 Month Protection",Pet Products,1,0,0,N,N,Did not work for my German Shepherd. I'm out over $70 :(,"At the beginning of this summer, after some online research of safety, effeciacy, product reviews and the testimony of at least one friend who uses this product on her dog, I made the decision to invest in this collar. I do mean &#34;invest&#34; as it was a hrad financial decison considering how ridiculously expensive it is. I paid $69 plus tax for the collar at my vet's office. I bought it for my 94 pound German Shepherd who does not like to have the topical drops applied. After a month I noticed fleas on my dog and mentioned it to one of  the vet techs. She said I probably needed to pull the collar tighter. She said something to the effect of, &#34;You should only be able to slip one finger under the collar. It needs to be tight enough to work.&#34; I went home and tightened the collar to what seemed to me to be uncomfortably tight for any dog. I waited several days and she still scratched throughout the night and day, which I confirmed were fleas. I didn't see any ticks. For the cost of this collar, it should grow arms and pick every last flea off the dog wearing it. Sarcastically speaking, I expected to see absolutely no fleas all summer and was highly disappointed with the amount of fleas and discomfort my dog had to go through. The vet of course would not refund any portion of my money and referred me to the Serest company. I will not buy this product again, nor will I recommend it to anyone. I realize my dog may be an isolated case, but I was not impressed with this product and feel quite ripped off for $70!",2015-08-31
FR,43812872,R2HUIODZGNX2PW,B00C3UTFEC,628346141,"Full Moon All Natural Human Grade Dog Treats, Turkey Sausage, 12.5-Ounce",Pet Products,5,0,0,N,Y,Five Stars,"Our dogs love these, they stay fresh in the pouch, I always try to have these on hand",2015-08-31
FR,30354901,RFJ6UGG2XBMEO,B000ELUQQS,749108109,PetSafe ScoopFree Self Cleaning Litter Box,Pet Products,4,0,0,N,Y,One of the better auto litter boxes.,Not perfect but better than the other brand automatic box I tried. I think it was a littermaid. The cost of the crystals keeps it from getting 5 stars. Guess I should add that I purchased this back in Jan 2009 and it is still on the job.,2015-08-31
FR,15323148,R2HMWQRMJLLE7B,B00CWA9YFS,203001901,Alfie Pet Apparel - Torri Diaper Dog Sanitary Pantie (for Girl Dogs),Pet Products,1,0,0,N,Y,Her vagina hangs out,Bought these for my dog when she is in heat. It covers up her but but not here vagina. So pointless,2015-08-31
FR,21130862,RRYYBPZCLCK8S,B00L68N2U0,678890481,Wetnoz Flexi Bowl for Pets - Xlarge,Pet Products,4,0,0,N,Y,I ordered two and only recieved one metal bowl. ...,I ordered two and only recieved one metal bowl. That's only why Im rating this a four star. Other than that it stays in it's place and doesn't slide around while my dogs are trying to eat.,2015-08-31
FR,13472627,RN871SG0GHA8P,B001G2G55K,332761134,Birkenstock Women's Gizeh Thong Sandal,Shoes,5,0,1,N,Y,Love these sandles and hope they never never change this ...,Love these sandles and hope they never never change this style or discontinue them. Very sexy looking on the foot. I have several in different colors,2015-08-31
